mysql root@(none):covid_data> select Name, Never_Mask, Rarely_Mask, Sometimes_Mask, Frequently_Mask, Always_Mask  from `County` order by `Always_Mask` desc;
+-----------------------------------+------------+-------------+----------------+-----------------+-------------+
| Name                              | Never_Mask | Rarely_Mask | Sometimes_Mask | Frequently_Mask | Always_Mask |
| Cook                              | 0.023      | 0.021       | 0.072          | 0.162           | 0.722       |
| Rockland                          | 0.011      | 0.018       | 0.054          | 0.195           | 0.722       |
| Ellis                             | 0.027      | 0.017       | 0.044          | 0.190           | 0.722       |
| Live Oak                          | 0.005      | 0.003       | 0.081          | 0.189           | 0.722       |
| Tarrant                           | 0.023      | 0.034       | 0.077          | 0.144           | 0.722       |
| McKinley                          | 0.010      | 0.060       | 0.008          | 0.202           | 0.721       |
| Clackamas                         | 0.016      | 0.024       | 0.071          | 0.168           | 0.721       |
| Columbia                          | 0.020      | 0.046       | 0.050          | 0.163           | 0.721       |
| McLennan                          | 0.022      | 0.049       | 0.046          | 0.161           | 0.721       |
| Surry                             | 0.006      | 0.021       | 0.003          | 0.249           | 0.721       |
| Mason                             | 0.011      | 0.024       | 0.091          | 0.152           | 0.721       |
| Snohomish                         | 0.017      | 0.014       | 0.056          | 0.191           | 0.721       |
| Osceola                           | 0.025      | 0.022       | 0.058          | 0.176           | 0.720       |
| Calvert                           | 0.049      | 0.049       | 0.071          | 0.110           | 0.720       |
| Prince George's                   | 0.087      | 0.034       | 0.064          | 0.094           | 0.720       |
| Morris                            | 0.023      | 0.018       | 0.049          | 0.191           | 0.720       |
| Sussex                            | 0.020      | 0.026       | 0.029          | 0.205           | 0.720       |
| Manassas Park city                | 0.071      | 0.025       | 0.017          | 0.167           | 0.720       |
| Martin                            | 0.027      | 0.018       | 0.066          | 0.169           | 0.719       |
| Lane                              | 0.031      | 0.036       | 0.077          | 0.137           | 0.719       |
| Berks                             | 0.036      | 0.012       | 0.060          | 0.174           | 0.719       |
| Collin                            | 0.021      | 0.026       | 0.054          | 0.181           | 0.719       |
| Windham                           | 0.022      | 0.041       | 0.082          | 0.137           | 0.718       |
| Chittenden                        | 0.031      | 0.070       | 0.065          | 0.115           | 0.718       |
| Staunton city                     | 0.027      | 0.039       | 0.057          | 0.158           | 0.718       |
| Seminole                          | 0.037      | 0.039       | 0.066          | 0.141           | 0.717       |
| Rappahannock                      | 0.023      | 0.019       | 0.077          | 0.164           | 0.717       |
| McHenry                           | 0.030      | 0.012       | 0.066          | 0.176           | 0.716       |
| Union                             | 0.012      | 0.011       | 0.059          | 0.202           | 0.716       |
| Wilson                            | 0.000      | 0.003       | 0.072          | 0.208           | 0.716       |
| DeSoto                            | 0.023      | 0.064       | 0.056          | 0.142           | 0.715       |
| Okeechobee                        | 0.016      | 0.034       | 0.064          | 0.171           | 0.715       |
| Benzie                            | 0.010      | 0.049       | 0.062          | 0.164           | 0.715       |
| Luna                              | 0.105      | 0.046       | 0.024          | 0.110           | 0.715       |
| Henderson                         | 0.014      | 0.028       | 0.042          | 0.201           | 0.715       |
| Falls                             | 0.009      | 0.029       | 0.061          | 0.187           | 0.715       |
| Kent                              | 0.005      | 0.014       | 0.060          | 0.207           | 0.714       |
| Montour                           | 0.042      | 0.022       | 0.079          | 0.143           | 0.714       |
| Venango                           | 0.004      | 0.015       | 0.115          | 0.152           | 0.714       |
| Buckingham                        | 0.020      | 0.010       | 0.124          | 0.132           | 0.714       |
| De Baca                           | 0.036      | 0.069       | 0.085          | 0.098           | 0.712       |
| Northampton                       | 0.017      | 0.003       | 0.067          | 0.201           | 0.712       |
| Jasper                            | 0.040      | 0.055       | 0.068          | 0.125           | 0.712       |
| Alexandria city                   | 0.032      | 0.020       | 0.065          | 0.170           | 0.712       |
| Fairfax city                      | 0.025      | 0.015       | 0.075          | 0.173           | 0.712       |
| Pacific                           | 0.082      | 0.016       | 0.128          | 0.063           | 0.712       |
| Halifax                           | 0.014      | 0.007       | 0.068          | 0.200           | 0.711       |
| Harnett                           | 0.031      | 0.069       | 0.060          | 0.129           | 0.711       |
| Schuylkill                        | 0.066      | 0.002       | 0.048          | 0.173           | 0.711       |
| Marion                            | 0.029      | 0.013       | 0.053          | 0.196           | 0.710       |
| Umatilla                          | 0.043      | 0.010       | 0.081          | 0.155           | 0.710       |
| Frio                              | 0.136      | 0.007       | 0.038          | 0.108           | 0.710       |
| Franklin                          | 0.042      | 0.058       | 0.056          | 0.134           | 0.710       |
| Northumberland                    | 0.017      | 0.038       | 0.095          | 0.141           | 0.710       |
| Waynesboro city                   | 0.027      | 0.028       | 0.049          | 0.186           | 0.710       |
| Pasco                             | 0.027      | 0.029       | 0.055          | 0.179           | 0.709       |
| Los Alamos                        | 0.001      | 0.041       | 0.076          | 0.173           | 0.709       |
| Denton                            | 0.016      | 0.025       | 0.046          | 0.204           | 0.709       |
