mysql root@(none):covid_data> select max(Cases.`Cases`) as `Cases`, C.`Name` as `County_Name`, S.`Name` as `State_Name`  from `County_Date_Cases` as Cases left join `County` as C on Cases.`County_ID` = C.`County_ID`  left join `State` as S on S.`State_ID` = C.`State_ID` group by C.`County_ID`;

+---------+-----------------------------------+----------------+
| Cases   | County_Name                       | State_Name     |
| 1163    | Rock                              | Minnesota      |
| 1810    | Roseau                            | Minnesota      |
| 13445   | Scott                             | Minnesota      |
| 8794    | Sherburne                         | Minnesota      |
| 1183    | Sibley                            | Minnesota      |
| 14915   | St. Louis                         | Minnesota      |
| 18847   | Stearns                           | Minnesota      |
| 3043    | Steele                            | Minnesota      |
| 747     | Stevens                           | Minnesota      |
| 880     | Swift                             | Minnesota      |
| 2503    | Todd                              | Minnesota      |
| 311     | Traverse                          | Minnesota      |
| 1873    | Wabasha                           | Minnesota      |
